# Energy CrossSection
3.760000000000000009e-01 7.682104468749998416e-01
3.770000000000000018e-01 7.647820155145890197e-01
3.780000000000000027e-01 7.613871763915344149e-01
3.790000000000000036e-01 7.580199684327175724e-01
3.800000000000000044e-01 7.546829692736843898e-01
3.810000000000000053e-01 7.513731024278214043e-01
3.820000000000000062e-01 7.480929313507855838e-01
3.830000000000000071e-01 7.448394049608354495e-01
3.840000000000000080e-01 7.416150726666667081e-01
3.850000000000000089e-01 7.384196781818183064e-01
3.860000000000000098e-01 7.352474475544041876e-01
3.870000000000000107e-01 7.321064395064597052e-01
3.880000000000000115e-01 7.289881534948453590e-01
3.890000000000000124e-01 7.258978645784062156e-01
3.900000000000000133e-01 7.228326072025639260e-01
3.910000000000000142e-01 7.197948825601023781e-01
3.920000000000000151e-01 7.167790442066326317e-01
3.930000000000000160e-01 7.137903024961832488e-01
3.940000000000000169e-01 7.108257384365482823e-01
3.950000000000000178e-01 7.078851488506328060e-01
3.960000000000000187e-01 7.049683327500000374e-01
3.970000000000000195e-01 7.020750913073048327e-01
3.980000000000000204e-01 6.992052278291458478e-01
3.990000000000000213e-01 6.963611898972432712e-01
4.000000000000000222e-01 6.935374920099999230e-01
