# Energy CrossSection
1.970000000000000084e-01 2.424520795152283748e-01
1.980000000000000093e-01 3.771342128888888756e-01
1.990000000000000102e-01 4.660282234396984080e-01
2.000000000000000111e-01 5.344974086400000601e-01
2.010000000000000120e-01 5.906463912537313066e-01
2.020000000000000129e-01 6.383221981212869878e-01
2.030000000000000138e-01 6.797174999408867047e-01
2.039999999999999869e-01 7.162181520612747043e-01
2.049999999999999878e-01 7.487756035999998394e-01
2.059999999999999887e-01 7.780687423689321980e-01
2.069999999999999896e-01 8.046112278647343796e-01
2.079999999999999905e-01 8.287904551177883716e-01
2.089999999999999913e-01 8.509229742488038095e-01
2.099999999999999922e-01 8.712547537166666078e-01
2.109999999999999931e-01 8.899947116966827609e-01
2.119999999999999940e-01 9.073145732287735132e-01
2.129999999999999949e-01 9.233591298802816816e-01
2.139999999999999958e-01 9.382520743200933877e-01
2.149999999999999967e-01 9.520968000581395696e-01
2.159999999999999976e-01 9.649866966759257370e-01
2.169999999999999984e-01 9.770040650322580067e-01
2.179999999999999993e-01 9.882192330366974531e-01
2.190000000000000002e-01 9.986928600205481343e-01
2.200000000000000011e-01 1.008484485656818030e+00
2.210000000000000020e-01 1.017640062355203545e+00
2.220000000000000029e-01 1.026209797479729735e+00
2.230000000000000038e-01 1.034226675392376782e+00
2.240000000000000047e-01 1.041736654930803585e+00
2.250000000000000056e-01 1.048765040719999986e+00
2.260000000000000064e-01 1.055343760108407025e+00
2.270000000000000073e-01 1.061505195702643123e+00
2.280000000000000082e-01 1.067272927377192815e+00
2.290000000000000091e-01 1.072667766866812089e+00
2.300000000000000100e-01 1.077713827904347665e+00
2.310000000000000109e-01 1.082429301352813900e+00
2.320000000000000118e-01 1.086832538698276007e+00
2.330000000000000127e-01 1.090945081682403339e+00
2.340000000000000135e-01 1.094776333547008651e+00
2.349999999999999867e-01 1.098344962119149004e+00
2.359999999999999876e-01 1.101663580508474682e+00
2.369999999999999885e-01 1.104747906685654035e+00
2.379999999999999893e-01 1.107607584033613479e+00
2.389999999999999902e-01 1.110252288836820256e+00
2.399999999999999911e-01 1.112694765602083580e+00
2.409999999999999920e-01 1.114941676201244958e+00
2.419999999999999929e-01 1.117008815555784906e+00
2.429999999999999938e-01 1.118899808074074187e+00
2.439999999999999947e-01 1.120624358625000205e+00
2.449999999999999956e-01 1.122189128889796050e+00
2.459999999999999964e-01 1.123603797146341288e+00
2.469999999999999973e-01 1.124874996002024341e+00
2.479999999999999982e-01 1.126006329806451545e+00
2.489999999999999991e-01 1.127007420795180792e+00
2.500000000000000000e-01 1.127881843199999956e+00
2.510000000000000009e-01 1.128636165227091759e+00
2.520000000000000018e-01 1.129273934382936329e+00
2.530000000000000027e-01 1.129804666434782501e+00
2.540000000000000036e-01 1.130228874726378008e+00
2.550000000000000044e-01 1.130550059296078658e+00
2.560000000000000053e-01 1.130777651267578232e+00
2.570000000000000062e-01 1.130912122429960975e+00
2.580000000000000071e-01 1.130956911627907013e+00
2.590000000000000080e-01 1.130918395745173610e+00
2.600000000000000089e-01 1.130799960930769066e+00
2.610000000000000098e-01 1.130602030620689868e+00
2.620000000000000107e-01 1.130330906938931346e+00
2.630000000000000115e-01 1.129986984669201444e+00
2.640000000000000124e-01 1.129576512121212017e+00
2.650000000000000133e-01 1.129096933828301674e+00
2.660000000000000142e-01 1.128557373120300911e+00
2.670000000000000151e-01 1.127955253940074787e+00
2.680000000000000160e-01 1.127296728225746003e+00
2.690000000000000169e-01 1.126582110827137440e+00
2.700000000000000178e-01 1.125811717807407186e+00
2.710000000000000187e-01 1.124994510643911427e+00
2.720000000000000195e-01 1.124125000000000041e+00
2.730000000000000204e-01 1.123209222873626123e+00
2.740000000000000213e-01 1.122247441233576559e+00
2.750000000000000222e-01 1.121242773207272503e+00
2.760000000000000231e-01 1.120195462320652258e+00
2.770000000000000240e-01 1.119108595061371725e+00
2.780000000000000249e-01 1.117985232115107808e+00
2.790000000000000258e-01 1.116822749254480218e+00
2.800000000000000266e-01 1.115624194501785515e+00
2.810000000000000275e-01 1.114392589779359399e+00
2.819999999999999729e-01 1.113130930787234130e+00
2.829999999999999738e-01 1.111833777542402757e+00
2.839999999999999747e-01 1.110509725528169067e+00
2.849999999999999756e-01 1.109156131375438781e+00
2.859999999999999765e-01 1.107773161470279932e+00
2.869999999999999774e-01 1.106366535555749264e+00
2.879999999999999782e-01 1.104933610293402868e+00
