# Energy CrossSection
1.970000000000000084e-01 4.849041590304567495e-01
1.980000000000000093e-01 7.542684257777777512e-01
1.990000000000000102e-01 9.320564468793968160e-01
2.000000000000000111e-01 1.068994817280000120e+00
2.010000000000000120e-01 1.181292782507462613e+00
2.020000000000000129e-01 1.276644396242573976e+00
2.030000000000000138e-01 1.359434999881773409e+00
2.039999999999999869e-01 1.432436304122549409e+00
2.049999999999999878e-01 1.497551207199999679e+00
2.059999999999999887e-01 1.556137484737864396e+00
2.069999999999999896e-01 1.609222455729468759e+00
2.079999999999999905e-01 1.657580910235576743e+00
2.089999999999999913e-01 1.701845948497607619e+00
2.099999999999999922e-01 1.742509507433333216e+00
2.109999999999999931e-01 1.779989423393365522e+00
2.119999999999999940e-01 1.814629146457547026e+00
2.129999999999999949e-01 1.846718259760563363e+00
2.139999999999999958e-01 1.876504148640186775e+00
2.149999999999999967e-01 1.904193600116279139e+00
2.159999999999999976e-01 1.929973393351851474e+00
2.169999999999999984e-01 1.954008130064516013e+00
2.179999999999999993e-01 1.976438466073394906e+00
2.190000000000000002e-01 1.997385720041096269e+00
2.200000000000000011e-01 2.016968971313636061e+00
2.210000000000000020e-01 2.035280124710407090e+00
2.220000000000000029e-01 2.052419594959459470e+00
2.230000000000000038e-01 2.068453350784753564e+00
2.240000000000000047e-01 2.083473309861607170e+00
2.250000000000000056e-01 2.097530081439999972e+00
2.260000000000000064e-01 2.110687520216814050e+00
2.270000000000000073e-01 2.123010391405286246e+00
2.280000000000000082e-01 2.134545854754385630e+00
2.290000000000000091e-01 2.145335533733624178e+00
2.300000000000000100e-01 2.155427655808695331e+00
2.310000000000000109e-01 2.164858602705627799e+00
2.320000000000000118e-01 2.173665077396552014e+00
2.330000000000000127e-01 2.181890163364806678e+00
2.340000000000000135e-01 2.189552667094017302e+00
2.349999999999999867e-01 2.196689924238298008e+00
2.359999999999999876e-01 2.203327161016949365e+00
2.369999999999999885e-01 2.209495813371308071e+00
2.379999999999999893e-01 2.215215168067226958e+00
2.389999999999999902e-01 2.220504577673640512e+00
2.399999999999999911e-01 2.225389531204167159e+00
2.409999999999999920e-01 2.229883352402489916e+00
2.419999999999999929e-01 2.234017631111569813e+00
2.429999999999999938e-01 2.237799616148148374e+00
2.439999999999999947e-01 2.241248717250000411e+00
2.449999999999999956e-01 2.244378257779592101e+00
2.459999999999999964e-01 2.247207594292682575e+00
2.469999999999999973e-01 2.249749992004048682e+00
2.479999999999999982e-01 2.252012659612903089e+00
2.489999999999999991e-01 2.254014841590361584e+00
2.500000000000000000e-01 2.255763686399999912e+00
2.510000000000000009e-01 2.257272330454183518e+00
2.520000000000000018e-01 2.258547868765872657e+00
2.530000000000000027e-01 2.259609332869565002e+00
2.540000000000000036e-01 2.260457749452756016e+00
2.550000000000000044e-01 2.261100118592157315e+00
2.560000000000000053e-01 2.261555302535156464e+00
2.570000000000000062e-01 2.261824244859921951e+00
2.580000000000000071e-01 2.261913823255814027e+00
2.590000000000000080e-01 2.261836791490347220e+00
2.600000000000000089e-01 2.261599921861538132e+00
2.610000000000000098e-01 2.261204061241379737e+00
2.620000000000000107e-01 2.260661813877862691e+00
2.630000000000000115e-01 2.259973969338402888e+00
2.640000000000000124e-01 2.259153024242424035e+00
2.650000000000000133e-01 2.258193867656603349e+00
2.660000000000000142e-01 2.257114746240601821e+00
2.670000000000000151e-01 2.255910507880149574e+00
2.680000000000000160e-01 2.254593456451492006e+00
2.690000000000000169e-01 2.253164221654274879e+00
2.700000000000000178e-01 2.251623435614814372e+00
2.710000000000000187e-01 2.249989021287822855e+00
2.720000000000000195e-01 2.248250000000000082e+00
2.730000000000000204e-01 2.246418445747252246e+00
2.740000000000000213e-01 2.244494882467153118e+00
2.750000000000000222e-01 2.242485546414545006e+00
2.760000000000000231e-01 2.240390924641304515e+00
2.770000000000000240e-01 2.238217190122743450e+00
2.780000000000000249e-01 2.235970464230215615e+00
2.790000000000000258e-01 2.233645498508960436e+00
2.800000000000000266e-01 2.231248389003571031e+00
2.810000000000000275e-01 2.228785179558718799e+00
2.819999999999999729e-01 2.226261861574468259e+00
2.829999999999999738e-01 2.223667555084805514e+00
2.839999999999999747e-01 2.221019451056338134e+00
2.849999999999999756e-01 2.218312262750877562e+00
2.859999999999999765e-01 2.215546322940559865e+00
2.869999999999999774e-01 2.212733071111498528e+00
2.879999999999999782e-01 2.209867220586805736e+00
2.889999999999999791e-01 2.206949064501730451e+00
2.899999999999999800e-01 2.203989923203448331e+00
2.909999999999999809e-01 2.200979009652920926e+00
2.919999999999999818e-01 2.197933078369863402e+00
2.929999999999999827e-01 2.194841355576791830e+00
2.939999999999999836e-01 2.191709555387755248e+00
2.949999999999999845e-01 2.188543339067796634e+00
2.959999999999999853e-01 2.185337446540540629e+00
2.969999999999999862e-01 2.182102933902356767e+00
2.979999999999999871e-01 2.178829120120805651e+00
2.989999999999999880e-01 2.175527008779264637e+00
2.999999999999999889e-01 2.172196735053333327e+00
3.009999999999999898e-01 2.168833065727574727e+00
3.019999999999999907e-01 2.165446886625828071e+00
3.029999999999999916e-01 2.162032951815181292e+00
3.039999999999999925e-01 2.158591397240131826e+00
3.049999999999999933e-01 2.155127675413115007e+00
3.059999999999999942e-01 2.151641883660130983e+00
3.069999999999999951e-01 2.148134119622149729e+00
3.079999999999999960e-01 2.144609758753246886e+00
3.089999999999999969e-01 2.141058331391585412e+00
3.099999999999999978e-01 2.137495729964516311e+00
3.109999999999999987e-01 2.133911498472668811e+00
3.119999999999999996e-01 2.130310962259615692e+00
3.130000000000000004e-01 2.126694182520766585e+00
3.140000000000000013e-01 2.123066421414013139e+00
3.150000000000000022e-01 2.119422515050793709e+00
3.160000000000000031e-01 2.115762526025315893e+00
3.170000000000000040e-01 2.112091679810725875e+00
3.180000000000000049e-01 2.108410001965408842e+00
3.190000000000000058e-01 2.104717518648902885e+00
3.200000000000000067e-01 2.101019381328124602e+00
3.210000000000000075e-01 2.097305355392523385e+00
3.220000000000000084e-01 2.093585705742236236e+00
3.230000000000000093e-01 2.089855336235294292e+00
3.240000000000000102e-01 2.086119350891975532e+00
3.250000000000000111e-01 2.082372679756923084e+00
3.260000000000000120e-01 2.078620403340490697e+00
3.270000000000000129e-01 2.074867553516819729e+00
3.280000000000000138e-01 2.071104036890243805e+00
3.290000000000000147e-01 2.067334899075987664e+00
3.300000000000000155e-01 2.063565137481818024e+00
3.310000000000000164e-01 2.059789723371601156e+00
3.320000000000000173e-01 2.056013631433734723e+00
3.330000000000000182e-01 2.052231858786786489e+00
3.340000000000000191e-01 2.048449357511976210e+00
3.350000000000000200e-01 2.044661150376119174e+00
3.360000000000000209e-01 2.040872166964285750e+00
3.370000000000000218e-01 2.037082372703264088e+00
3.380000000000000226e-01 2.033291733872780949e+00
3.390000000000000235e-01 2.029505111153391717e+00
3.400000000000000244e-01 2.025712673602940939e+00
3.410000000000000253e-01 2.021924165422287256e+00
3.420000000000000262e-01 2.018129804353800960e+00
3.430000000000000271e-01 2.014344136023323184e+00
3.439999999999999725e-01 2.010552556537791080e+00
3.449999999999999734e-01 2.006769543446377035e+00
3.459999999999999742e-01 2.002985376289017072e+00
3.469999999999999751e-01 1.999200028818443942e+00
3.479999999999999760e-01 1.995418264655172580e+00
3.489999999999999769e-01 1.991640024802292519e+00
3.499999999999999778e-01 1.987865251211428763e+00
3.509999999999999787e-01 1.984093886769231041e+00
3.519999999999999796e-01 1.980325875284091097e+00
3.529999999999999805e-01 1.976561161473088246e+00
3.539999999999999813e-01 1.972799690949152973e+00
3.549999999999999822e-01 1.969041410208450804e+00
3.559999999999999831e-01 1.965286266617977784e+00
3.569999999999999840e-01 1.961538896473389748e+00
3.579999999999999849e-01 1.957794538726257416e+00
3.589999999999999858e-01 1.954053143401114578e+00
3.599999999999999867e-01 1.950319316469444342e+00
3.609999999999999876e-01 1.946588332656509657e+00
3.619999999999999885e-01 1.942864777900552786e+00
3.629999999999999893e-01 1.939148573101928674e+00
3.639999999999999902e-01 1.935435028395604329e+00
3.649999999999999911e-01 1.931728699947945049e+00
3.659999999999999920e-01 1.928024921191256569e+00
3.669999999999999929e-01 1.924328228544958996e+00
3.679999999999999938e-01 1.920643116695652131e+00
3.689999999999999947e-01 1.916960363457994365e+00
3.699999999999999956e-01 1.913279928043243316e+00
3.709999999999999964e-01 1.909610845326145556e+00
3.719999999999999973e-01 1.905948486131720410e+00
3.729999999999999982e-01 1.902292780699731845e+00
3.739999999999999991e-01 1.898643660160427959e+00
3.750000000000000000e-01 1.895001056522666927e+00
3.760000000000000009e-01 1.891364902662234337e+00
3.770000000000000018e-01 1.887739607692307420e+00
3.780000000000000027e-01 1.884116145208994730e+00
3.790000000000000036e-01 1.880503391250659684e+00
3.800000000000000044e-01 1.876896806778947546e+00
3.810000000000000053e-01 1.873300763716535533e+00
3.820000000000000062e-01 1.869710745133507768e+00
3.830000000000000071e-01 1.866126689882506406e+00
3.840000000000000080e-01 1.862552942315104154e+00
3.850000000000000089e-01 1.858985018223376251e+00
3.860000000000000098e-01 1.855427243753885902e+00
3.870000000000000107e-01 1.851875156302325465e+00
3.880000000000000115e-01 1.848333063920102992e+00
3.890000000000000124e-01 1.844796525408740395e+00
3.900000000000000133e-01 1.841269830833333288e+00
3.910000000000000142e-01 1.837752896163682870e+00
3.920000000000000151e-01 1.834241312000000068e+00
3.930000000000000160e-01 1.830739341689567423e+00
3.940000000000000169e-01 1.827246903807106415e+00
3.950000000000000178e-01 1.823763917812658120e+00
3.960000000000000187e-01 1.820286016063131118e+00
3.970000000000000195e-01 1.816817426700251925e+00
3.980000000000000204e-01 1.813358071660804205e+00
3.990000000000000213e-01 1.809907873724310834e+00
4.000000000000000222e-01 1.806466756502499882e+00
