# Energy/B2 CrossSection/a^2
1.818636363636363606e+00 1.116379192268363851e-01
1.823181818181818015e+00 1.874356223753751716e-01
1.827727272727272645e+00 2.385807151432433881e-01
1.832272727272727053e+00 2.792638216198041201e-01
1.836818181818181905e+00 3.137157450136676129e-01
1.841363636363636314e+00 3.438970839915951871e-01
1.845909090909090722e+00 3.709105902118015607e-01
1.850454545454545130e+00 3.954489056649588274e-01
1.854999999999999982e+00 4.179791269040587509e-01
1.859545454545454390e+00 4.388371350049277142e-01
1.864090909090909021e+00 4.582795201418550235e-01
1.868636363636363429e+00 4.764968942960909337e-01
1.873181818181818281e+00 4.936376907358347998e-01
1.877727272727272689e+00 5.098283297084535981e-01
1.882272727272727098e+00 5.251696555396034860e-01
1.886818181818181506e+00 5.397434182689936355e-01
1.891363636363635914e+00 5.536262807537553066e-01
1.895909090909090766e+00 5.668731700175571042e-01
1.900454545454545396e+00 5.795386783667842989e-01
1.904999999999999805e+00 5.916701734396994095e-01
1.909545454545454213e+00 6.033067660162111379e-01
1.914090909090909065e+00 6.144784243420029490e-01
1.918636363636363473e+00 6.252236408316346195e-01
1.923181818181817881e+00 6.355677731068188896e-01
1.927727272727272512e+00 6.455316454386046399e-01
1.932272727272727364e+00 6.551437352311457740e-01
1.936818181818181772e+00 6.644244817040401152e-01
1.941363636363636180e+00 6.733858957361106290e-01
1.945909090909090589e+00 6.820535180504156969e-01
1.950454545454545441e+00 6.904378649278246627e-01
1.954999999999999849e+00 6.985532637889089180e-01
1.959545454545454257e+00 7.064114207169569504e-01
1.964090909090908887e+00 7.140310374163387763e-01
1.968636363636363740e+00 7.214151037444692660e-01
1.973181818181818148e+00 7.285799661630478763e-01
1.977727272727272556e+00 7.355325798262635217e-01
1.982272727272726964e+00 7.422834732191260221e-01
1.986818181818181817e+00 7.488368738124903112e-01
1.991363636363636225e+00 7.552071503870613212e-01
1.995909090909090855e+00 7.613990087585649214e-01
2.000454545454545041e+00 7.674173248732913954e-01
2.004999999999999449e+00 7.732704760259324628e-01
2.009545454545454302e+00 7.789670236680266147e-01
2.014090909090909154e+00 7.845089842731673979e-01
2.018636363636363562e+00 7.899018367009523756e-01
