# Energy/B2 CrossSection/a^2
4.545454545454545451e-04 1.592472821513602867e+04
4.999999999999999237e-03 1.447696774705862708e+03
9.545454545454544470e-03 7.583613375294618208e+02
1.409090909090908970e-02 5.137050194277815081e+02
1.863636363636363494e-02 3.883412076873263459e+02
2.318181818181817844e-02 3.122551928800828023e+02
2.772727272727272541e-02 2.610778250230122239e+02
3.227272727272726544e-02 2.242766964104650356e+02
3.681818181818181934e-02 1.965689512007501492e+02
4.136363636363635937e-02 1.749721667961350136e+02
4.590909090909090634e-02 1.576623783291223901e+02
5.045454545454545331e-02 1.434642985171490750e+02
5.499999999999999334e-02 1.316037970337831098e+02
5.954545454545454031e-02 1.215506558706898232e+02
6.409090909090907340e-02 1.129246215973156779e+02
6.863636363636363424e-02 1.054436391733799923e+02
7.318181818181818121e-02 9.889533376070546922e+01
7.772727272727272818e-02 9.311458804988181726e+01
8.227272727272726127e-02 8.797259880567639811e+01
8.681818181818180824e-02 8.336770395068013784e+01
9.136363636363635521e-02 7.921989855410390646e+01
9.590909090909090218e-02 7.546434452052771746e+01
1.004545454545454491e-01 7.204822735638738607e+01
1.049999999999999961e-01 6.892801578017967756e+01
1.095454545454545292e-01 6.606713933455499443e+01
1.140909090909090762e-01 6.343447491315589559e+01
1.186363636363636370e-01 6.100379124590184432e+01
1.231818181818181840e-01 5.875284634382040139e+01
1.277272727272727171e-01 5.666222436747604263e+01
1.322727272727272640e-01 5.471528775076831863e+01
1.368181818181818110e-01 5.289760989909552791e+01
1.413636363636363580e-01 5.119682451387064503e+01
1.459090909090909050e-01 4.960180865927648597e+01
1.504545454545454519e-01 4.810316838511656101e+01
1.549999999999999989e-01 4.669242490132331369e+01
1.595454545454545181e-01 4.536206566171158983e+01
1.640909090909090651e-01 4.410541053518596044e+01
1.686363636363636120e-01 4.291649962041868349e+01
1.731818181818181590e-01 4.179008230754680397e+01
1.777272727272727060e-01 4.072120080608793558e+01
1.822727272727272807e-01 3.970570951416553385e+01
1.868181818181817999e-01 3.873963385688657013e+01
1.913636363636363469e-01 3.781945253011966201e+01
1.959090909090908939e-01 3.694197103290112238e+01
2.004545454545454408e-01 3.610428461492148955e+01
2.049999999999999878e-01 3.530374615339330546e+01
2.095454545454545348e-01 3.453793821080343207e+01
2.140909090909090540e-01 3.380464865218763748e+01
2.186363636363636009e-01 3.310184930390931868e+01
2.231818181818181479e-01 3.242767722032664324e+01
2.277272727272727226e-01 3.178048175484097726e+01
2.322727272727272696e-01 3.115855451893410688e+01
2.368181818181818166e-01 3.056050164908892341e+01
2.413636363636363635e-01 2.998503428098328882e+01
2.459090909090909105e-01 2.943078226100208639e+01
2.504545454545454297e-01 2.889664828167355637e+01
