# Energy CrossSection
3.150600000000000067e-01 1.423229245229480133e+00
3.170600000000000085e-01 1.484021077676149769e+00
3.190600000000000103e-01 1.540529218994859617e+00
3.210600000000000120e-01 1.593296805089391865e+00
3.230600000000000138e-01 1.642800052970036173e+00
3.250600000000000156e-01 1.689444607647818453e+00
3.270600000000000174e-01 1.733586610903198544e+00
3.290600000000000191e-01 1.775525911043578375e+00
3.310600000000000209e-01 1.815524607021385739e+00
3.330600000000000227e-01 1.853811633112651958e+00
3.350600000000000245e-01 1.890585388624425267e+00
3.370600000000000263e-01 1.926013964522637067e+00
3.390600000000000280e-01 1.960249629735150156e+00
3.410599999999999743e-01 1.993416939671905252e+00
3.430599999999999761e-01 2.025635148516294226e+00
3.450599999999999778e-01 2.057000132730539832e+00
3.470599999999999796e-01 2.087607582586584520e+00
3.490599999999999814e-01 2.117531688678164770e+00
3.510599999999999832e-01 2.146845342848800797e+00
3.530599999999999850e-01 2.175609330289469234e+00
3.550599999999999867e-01 2.203875418289866772e+00
3.570599999999999885e-01 2.231703714221699997e+00
3.590599999999999903e-01 2.259130750342561278e+00
3.610599999999999921e-01 2.286201012136487076e+00
3.630599999999999938e-01 2.312949136243320325e+00
3.650599999999999956e-01 2.339414008142496559e+00
3.670599999999999974e-01 2.365620814580722708e+00
3.690599999999999992e-01 2.391598800846745920e+00
3.710600000000000009e-01 2.417377679632673804e+00
3.730600000000000027e-01 2.442976744807805467e+00
3.750600000000000045e-01 2.468419221085959236e+00
3.770600000000000063e-01 2.493725017562191226e+00
3.790600000000000080e-01 2.518914312521764121e+00
3.810600000000000098e-01 2.544000231459612849e+00
3.830600000000000116e-01 2.569003400993317143e+00
3.850599999999999579e-01 2.593937340154781612e+00
3.870599999999999596e-01 2.618815727051361453e+00
3.890599999999999614e-01 2.643652392309669974e+00
3.910599999999999632e-01 2.668457618902469797e+00
3.930599999999999650e-01 2.693245502245204648e+00
3.950599999999999667e-01 2.718026565286285834e+00
3.970599999999999685e-01 2.742815150618294062e+00
3.990599999999999703e-01 2.767614557070365411e+00
4.010599999999999721e-01 2.792439316311774000e+00
4.030599999999999739e-01 2.817296606088423694e+00
4.050599999999999756e-01 2.842193667635658283e+00
4.070599999999999774e-01 2.867141557588562151e+00
4.090599999999999792e-01 2.892147661517870727e+00
4.110599999999999810e-01 2.917219424556026119e+00
4.130599999999999827e-01 2.942368124964896303e+00
4.150599999999999845e-01 2.967593782442297989e+00
4.170599999999999863e-01 2.992907783287776624e+00
4.190599999999999881e-01 3.018317802998376820e+00
4.210599999999999898e-01 3.043827770912696629e+00
4.230599999999999916e-01 3.069449263084432555e+00
4.250599999999999934e-01 3.095182490284901000e+00
4.270599999999999952e-01 3.121039132791645798e+00
4.290599999999999969e-01 3.147019463799934691e+00
4.310599999999999987e-01 3.173135267461606013e+00
4.330600000000000005e-01 3.199390723226573918e+00
4.350600000000000023e-01 3.225793889211833410e+00
4.370600000000000041e-01 3.252345163597675448e+00
4.390600000000000058e-01 3.279052674349747232e+00
4.410600000000000076e-01 3.305924605524191318e+00
4.430600000000000094e-01 3.332965318810093613e+00
4.450600000000000112e-01 3.360179204601626779e+00
4.470600000000000129e-01 3.387574575145394284e+00
4.490600000000000147e-01 3.415155900218233231e+00
4.510600000000000165e-01 3.442927679195672663e+00
4.530600000000000183e-01 3.470898355671434121e+00
4.550600000000000200e-01 3.499072510706280337e+00
4.570600000000000218e-01 3.527450827297291092e+00
4.590600000000000236e-01 3.556045798598222341e+00
4.610600000000000254e-01 3.584862120766277638e+00
4.630600000000000271e-01 3.613900571227270486e+00
4.650599999999999734e-01 3.643173804825183826e+00
4.670599999999999752e-01 3.672682671695286061e+00
4.690599999999999770e-01 3.702431998673943792e+00
4.710599999999999787e-01 3.732434607957585637e+00
4.730599999999999805e-01 3.762691451639326612e+00
4.750599999999999823e-01 3.793207482466425251e+00
4.770599999999999841e-01 3.823991692542866971e+00
4.790599999999999858e-01 3.855045117656452192e+00
4.810599999999999876e-01 3.886380857755789453e+00
4.830599999999999894e-01 3.918004058113899291e+00
4.850599999999999912e-01 3.949915866577331069e+00
4.870599999999999929e-01 3.982129568529544361e+00
4.890599999999999947e-01 4.014642345986177752e+00
4.910599999999999965e-01 4.047471655964647752e+00
4.930599999999999983e-01 0.000000000000000000e+00
4.950599999999999445e-01 0.000000000000000000e+00
4.970599999999999463e-01 0.000000000000000000e+00
4.990599999999999481e-01 0.000000000000000000e+00
5.010599999999999499e-01 0.000000000000000000e+00
5.030599999999999516e-01 0.000000000000000000e+00
5.050599999999999534e-01 0.000000000000000000e+00
5.070599999999999552e-01 0.000000000000000000e+00
5.090599999999999570e-01 0.000000000000000000e+00
5.110599999999999588e-01 0.000000000000000000e+00
5.130599999999999605e-01 0.000000000000000000e+00
5.150599999999999623e-01 0.000000000000000000e+00
5.170599999999999641e-01 0.000000000000000000e+00
5.190599999999999659e-01 0.000000000000000000e+00
5.210599999999999676e-01 0.000000000000000000e+00
5.230599999999999694e-01 0.000000000000000000e+00
5.250599999999999712e-01 0.000000000000000000e+00
5.270599999999999730e-01 0.000000000000000000e+00
5.290599999999999747e-01 0.000000000000000000e+00
5.310599999999999765e-01 0.000000000000000000e+00
5.330599999999999783e-01 0.000000000000000000e+00
5.350599999999999801e-01 0.000000000000000000e+00
5.370599999999999818e-01 0.000000000000000000e+00
5.390599999999999836e-01 0.000000000000000000e+00
5.410599999999999854e-01 0.000000000000000000e+00
5.430599999999999872e-01 0.000000000000000000e+00
5.450599999999999890e-01 0.000000000000000000e+00
5.470599999999999907e-01 0.000000000000000000e+00
5.490599999999999925e-01 0.000000000000000000e+00
5.510599999999999943e-01 0.000000000000000000e+00
5.530599999999999961e-01 0.000000000000000000e+00
5.550599999999999978e-01 0.000000000000000000e+00
5.570599999999999996e-01 0.000000000000000000e+00
5.590600000000000014e-01 0.000000000000000000e+00
5.610600000000000032e-01 0.000000000000000000e+00
5.630600000000000049e-01 0.000000000000000000e+00
5.650600000000000067e-01 0.000000000000000000e+00
5.670600000000000085e-01 0.000000000000000000e+00
5.690600000000000103e-01 0.000000000000000000e+00
5.710600000000000120e-01 0.000000000000000000e+00
5.730600000000000138e-01 0.000000000000000000e+00
5.750600000000000156e-01 0.000000000000000000e+00
5.770600000000000174e-01 0.000000000000000000e+00
