# Energy CrossSection
2.230600000000000083e-01 2.215979374159418924e+00
2.250600000000000100e-01 2.154903086785745714e+00
2.270600000000000118e-01 2.147892991667400331e+00
2.290600000000000136e-01 2.164532542567449536e+00
2.310600000000000154e-01 2.211900507316280962e+00
2.330600000000000172e-01 2.051374562567579218e+00
2.350600000000000189e-01 1.500850506560026831e+00
2.370600000000000207e-01 1.882864525647515164e+00
2.390600000000000225e-01 1.976616891500041495e+00
2.410600000000000243e-01 2.025797711980419802e+00
2.430599999999999983e-01 2.061452141726322296e+00
2.450600000000000001e-01 2.091920202172937060e+00
2.470599999999999741e-01 2.120301267093013919e+00
2.490599999999999759e-01 2.147931227674054533e+00
2.510600000000000054e-01 2.175423983209192613e+00
2.530600000000000072e-01 2.203028160033193128e+00
2.550600000000000089e-01 2.230735437810710931e+00
2.570600000000000107e-01 2.258340408029253510e+00
2.590600000000000125e-01 2.285383824644870110e+00
2.610600000000000143e-01 2.311112547155826036e+00
2.630600000000000160e-01 2.334314232684557844e+00
2.650600000000000178e-01 2.353129552405115454e+00
2.670600000000000196e-01 2.364735094615441735e+00
2.690600000000000214e-01 2.364863375397681100e+00
2.710600000000000231e-01 2.347206288956319220e+00
2.730599999999999694e-01 2.302676994067237803e+00
2.750599999999999712e-01 2.218946581489493308e+00
2.770599999999999730e-01 2.081085331993070220e+00
2.790599999999999747e-01 1.875228727327456824e+00
2.810599999999999765e-01 1.597383339089518239e+00
2.830599999999999783e-01 1.266304969518829981e+00
2.850599999999999801e-01 9.300324362607872430e-01
2.870599999999999818e-01 6.510453700898767293e-01
2.890599999999999836e-01 4.740857012817408789e-01
2.910599999999999854e-01 4.061505619477083773e-01
2.930599999999999872e-01 4.246982869190609744e-01
2.950599999999999890e-01 4.981786375923541454e-01
2.970599999999999907e-01 5.999261163670638330e-01
2.990599999999999925e-01 7.121121638199692239e-01
3.010599999999999943e-01 8.244681274978410412e-01
3.030599999999999961e-01 9.317895767438790777e-01
3.050599999999999978e-01 1.031859538794007713e+00
3.070599999999999996e-01 1.124088152419722597e+00
3.090600000000000014e-01 1.208697240537436324e+00
3.110600000000000032e-01 1.286272944615186820e+00
3.130600000000000049e-01 1.357542367143678597e+00
