1.25			7.0			-28.444389015083			-28.776385839988325			-0.331996824905326
2.0			7.0			-23.464085589062			-28.753440157004118			-5.289354567942116
3.0			7.0			-22.969886314537			-28.75703346320915			-5.787147148672151
4.0			7.0			-23.690927154443			-28.76783776729436			-5.076910612851362
5.0			7.0			-24.474303689254			-28.797628089441993			-4.3233244001879925
6.0			7.0			-25.135182683467			-28.782274614390232			-3.6470919309232297

1.25			8.5			-28.584710556018			-28.921721337277823			-0.3370107812598224
2.0			8.5			-23.601253857069			-28.91129312980472			-5.310039272735716
3.0			8.5			-23.091271403982			-28.911803420457893			-5.820532016475893
4.0			8.5			-23.798422697936			-28.91838958344585			-5.119966885509851
5.0			8.5			-24.572363362042			-28.935671281868025			-4.363307919826026
6.0			8.5			-25.22618499211			-28.922861760464354			-3.6966767683543544

1.25			10.0			-28.642038339174			-28.981086792819365			-0.3390484536453633
2.0			10.0			-23.657367877899			-28.975688980287945			-5.318321102388946
3.0			10.0			-23.140883512252			-28.975273167605504			-5.834389655353505
4.0			10.0			-23.842389909433			-28.979823846558745			-5.137433937125746
5.0			10.0			-24.61251315008			-28.98568992945267			-4.373176779372668
6.0			10.0			-25.263384050179			-28.98026198384717			-3.7168779336681723

1.25			12.5			-28.679064295095			-29.01942543011601			-0.34036113502101006
2.0			12.5			-23.693634014361			-29.01724971389142			-5.323615699530421
3.0			12.5			-23.172976951645			-29.017549813512705			-5.844572861867704
4.0			12.5			-23.870802962207			-29.01947916953452			-5.1486762073275205
5.0			12.5			-24.638467950526			-29.00864202984861			-4.370174079322609
6.0			12.5			-25.287416134337			-29.017336634628283			-3.729920500291281

1.25			15.0			-28.692376057234			-29.033208480675093			-0.3408324234410932
2.0			15.0			-23.706677333608			-29.032185934689956			-5.325508601081956
3.0			15.0			-23.184544019874			-29.030000806097746			-5.845456786223746
4.0			15.0			-23.881021342064			-29.03373104367276			-5.152709701608762
5.0			15.0			-24.647738628352			-29.020428941777357			-4.37269031342536
6.0			15.0			-25.296057551707			-29.030651102535508			-3.734593550828507
