40.0000        -4637.19276243
41.0000        -4750.44239305
42.0000        -4864.82808168
43.0000        -4978.45928570
44.0000        -5091.12278750
45.0000        -5205.07502406
46.0000        -5318.48168599
47.0000        -5431.88807257
48.0000        -5545.29621426
49.0000        -5658.17109022
50.0000        -5772.39982502
51.0000        -5885.20103284
52.0000        -5998.83457928
53.0000        -6112.24297425
54.0000        -6225.05890118
55.0000        -6339.31590000
56.0000        -6451.70911139
57.0000        -6564.58043256
58.0000        -6678.68152332
59.0000        -6791.53632536
60.0000        -6904.94788028
61.0000        -7018.52875479
62.0000        -7131.59966571
63.0000        -7244.76085169
64.0000        -7357.56978736
65.0000        -7471.37638396
66.0000        -7584.18835947
67.0000        -7696.75168065
68.0000        -7810.85289710
69.0000        -7923.80099468
70.0000        -8036.01778922
71.0000        -8149.91428504
72.0000        -8263.91073787
73.0000        -8376.01883668
74.0000        -8489.12748341
75.0000        -8603.72648591
76.0000        -8715.23608411
77.0000        -8827.82768092
78.0000        -8941.34596365
79.0000        -9053.80734716
