#E_tot          E_tot-Eth     Phase(s) scatt. length
  0.01000000   0.01000000  -3.70690000   4.17199161
  0.03500000   0.03500000  -6.91370000   4.17366469
  0.06000000   0.06000000  -9.02460000   4.17532961
  0.08500000   0.08500000 -10.70890000   4.17695899
  0.11000000   0.11000000 -12.14590000   4.17862986
  0.13500000   0.13500000 -13.41550000   4.18028270
  0.16000000   0.16000000 -14.56190000   4.18194696
  0.18500000   0.18500000 -15.61250000   4.18361459
  0.21000000   0.21000000 -16.58570000   4.18527284
  0.23500000   0.23500000 -17.49470000   4.18694172
  0.26000000   0.26000000 -18.34920000   4.18860905
  0.28500000   0.28500000 -19.15670000   4.19028094
  0.31000000   0.31000000 -19.92310000   4.19195987
  0.33500000   0.33500000 -20.65310000   4.19363684
  0.36000000   0.36000000 -21.35060000   4.19531585
  0.38500000   0.38500000 -22.01890000   4.19701145
  0.41000000   0.41000000 -22.66060000   4.19869717
  0.43500000   0.43500000 -23.27810000   4.20038942
  0.46000000   0.46000000 -23.87340000   4.20208792
  0.48500000   0.48500000 -24.44820000   4.20378509
  0.51000000   0.51000000 -25.00410000   4.20549610
  0.53500000   0.53500000 -25.54230000   4.20719367
  0.56000000   0.56000000 -26.06410000   4.20889879
  0.58500000   0.58500000 -26.57060000   4.21061812
  0.61000000   0.61000000 -27.06270000   4.21234153
  0.63500000   0.63500000 -27.54120000   4.21405835
  0.66000000   0.66000000 -28.00700000   4.21579059
  0.68500000   0.68500000 -28.46070000   4.21751905
  0.71000000   0.71000000 -28.90300000   4.21925354
  0.73500000   0.73500000 -29.33450000   4.22099564
  0.76000000   0.76000000 -29.75570000   4.22273807
  0.78500000   0.78500000 -30.16710000   4.22448106
  0.81000000   0.81000000 -30.56920000   4.22623126
  0.83500000   0.83500000 -30.96240000   4.22798413
  0.86000000   0.86000000 -31.34710000   4.22974036
  0.88500000   0.88500000 -31.72370000   4.23150520
  0.91000000   0.91000000 -32.09250000   4.23327148
  0.93500000   0.93500000 -32.45380000   4.23503588
  0.96000000   0.96000000 -32.80800000   4.23681476
  0.98500000   0.98500000 -33.15530000   4.23859486
  1.01000000   1.01000000 -33.49590000   4.24036595
  1.03500000   1.03500000 -33.83020000   4.24215251
  1.06000000   1.06000000 -34.15840000   4.24394904
  1.08500000   1.08500000 -34.48070000   4.24575223
  1.11000000   1.11000000 -34.79720000   4.24754495
  1.13500000   1.13500000 -35.10830000   4.24935939
  1.16000000   1.16000000 -35.41400000   4.25116613
  1.18500000   1.18500000 -35.71460000   4.25298459
  1.21000000   1.21000000 -36.01020000   4.25480416
  1.23500000   1.23500000 -36.30100000   4.25663124
  1.26000000   1.26000000 -36.58710000   4.25845783
  1.28500000   1.28500000 -36.86870000   4.26029262
  1.31000000   1.31000000 -37.14590000   4.26212983
  1.33500000   1.33500000 -37.41890000   4.26398014
  1.36000000   1.36000000 -37.68770000   4.26582426
  1.38500000   1.38500000 -37.95250000   4.26767466
  1.41000000   1.41000000 -38.21350000   4.26954450
  1.43500000   1.43500000 -38.47060000   4.27140169
  1.46000000   1.46000000 -38.72410000   4.27327619
  1.48500000   1.48500000 -38.97400000   4.27515266
  1.51000000   1.51000000 -39.22040000   4.27703173
  1.53500000   1.53500000 -39.46340000   4.27891462
  1.56000000   1.56000000 -39.70310000   4.28080308
  1.58500000   1.58500000 -39.93960000   4.28269940
