1395.626240490000     1.860033995067        0.898828198857        -2.107964361245       -2.203543841760       -8.456580560056       
1250.248507105625     0.841988359283        0.815600590976        -2.163507422218       -2.214669378342       -9.098804654772       
1104.870773721250     0.850804441820        0.157247579623        -2.085022314323       -2.203503041815       -10.013271184266      
959.493040336875      0.062992220765        -0.664311123801       -2.146367919487       -2.203340712161       -11.213664445262      
814.115306952500      0.435478595332        -2.150242124685       -2.200204667559       -2.207316803204       -12.916478203362      
668.737573568125      1.461390892774        0.381629460813        -2.162752806703       -2.201232188748       -15.606283268718      
523.359840183750      0.099864486387        -1.726476822547       -2.185493965367       -2.235237104501       -19.807886296931      
377.982106799375      1.995554324884        -1.222462618927       -2.206055589968       -2.297962079634       -26.953554705823      
232.604373415000      0.929848969875        -0.626955383367       -2.196336969167       -2.456641833074       -39.569694276328      
87.226640030625       0.271078607214        -0.743247283800       -2.209701016784       -2.687022692271       -61.787097336369      
-58.151093353750      0.021321295003        -2.088122092504       -2.211138410404       -2.963708239882       -98.918041905039      
-203.528826738125     0.424280755595        -2.098907610813       -2.208755902215       -3.588838686525       -155.662520554039     
-348.906560122500     0.961045756775        -2.093776661042       -2.208278082697       -4.491782595859       -234.556839801321     
-494.284293506875     0.713239107158        -2.033352781613       -2.203512075844       -5.766343783811       -335.320665632038     
-639.662026891250     1.814666364001        -1.987195290662       -2.176867248848       -7.799914804894       -456.569895201331     
-785.039760275625     0.471833275809        -2.058319375113       -2.171666520336       -11.324326863152      -595.976680384642     
-930.417493660000     0.892697146261        -2.043916478334       -2.205433475334       -18.295557516369      -751.416276367135     
-1075.795227044375    0.179485083164        -2.006671046162       -2.131800456558       -31.174049276812      -921.198434476319     
-1221.172960428750    -0.186004587560       -1.909172437021       -2.389663314466       -52.763325134432      -1103.016431089849    
-1366.550693813125    -1.745726158622       -2.128187624829       -2.573340797364       -85.228185902263      -1296.356134907316    
-1511.928427197500    -1.968998176733       -2.177374985418       -2.945837344071       -130.464706567332     -1499.150335008232    
-1657.306160581875    -1.231430264998       -2.100465184073       -3.367698063149       -188.483493833015     -1710.915304962891    
-1802.683893966250    -1.553319463981       -2.109139803863       -3.551299810687       -257.713686731676     -1930.289609259856    
-1948.061627350625    0.597245466189        -1.861444694100       -4.102127437130       -339.514654102626     -2156.807099822973    
-2093.439360735000    -0.958725538724       -2.057962519281       -4.705287845347       -431.464299765804     -2390.929479613048    
