 -7.85572441
  3.9676e+00   8.5868e+00   9.9405e-01
 -4.8188e+00   8.5868e+00   6.6070e-01
  1.2208e+00   8.5868e+00   4.7769e-01
 -2.6168e-01   8.5868e+00   9.2731e-02
  2.4144e-01   1.0098e+00   1.2205e+01
  4.7826e+00   1.0098e+00   8.0660e-01
 -1.0574e+01   1.0098e+00   5.9959e-01
 -1.9259e+00   1.0098e+00   2.2966e-01
 -1.5400e+01   7.4138e-01   9.9405e-01
  3.0326e+01   7.4138e-01   6.6070e-01
  1.0438e+01   7.4138e-01   4.7769e-01
 -3.6697e-03   7.4138e-01   9.2731e-02
 -2.0351e-01   6.6205e-01   1.2205e+01
  2.5404e+01   6.6205e-01   8.0660e-01
  3.3848e+02   6.6205e-01   5.9959e-01
  1.6923e+00   6.6205e-01   2.2966e-01
  2.2889e+00   4.7236e-01   9.9405e-01
 -3.3104e+01   4.7236e-01   6.6070e-01
 -1.0440e+01   4.7236e-01   4.7769e-01
 -1.2777e-01   4.7236e-01   9.2731e-02
  9.0372e-03   1.0532e-01   1.2205e+01
 -1.2000e-01   1.0532e-01   8.0660e-01
  1.7456e-01   1.0532e-01   5.9959e-01
 -1.2321e-01   1.0532e-01   2.2966e-01
 -2.2154e+00   6.0392e+00   1.7479e+00
  1.4610e+00   6.0392e+00   6.9399e-01
  5.9296e-02   6.0392e+00   2.1671e-01
  2.3795e-01   6.0392e+00   8.9643e-02
 -7.7332e-01   1.9472e+00   3.1247e+00
 -4.1428e-01   1.9472e+00   7.6169e-01
  8.6016e-03   1.9472e+00   3.9519e-01
  2.1718e-01   1.9472e+00   1.5184e-01
  1.6879e+01   6.6676e-01   1.7479e+00
  2.8903e+01   6.6676e-01   6.9399e-01
  7.8251e+00   6.6676e-01   2.1671e-01
 -4.2998e-01   6.6676e-01   8.9643e-02
 -8.9518e-02   6.4611e-01   3.1247e+00
 -1.4571e+02   6.4611e-01   7.6169e-01
 -2.3752e+01   6.4611e-01   3.9519e-01
 -1.5875e+00   6.4611e-01   1.5184e-01
 -1.5206e+01   6.1408e-01   1.7479e+00
  4.7867e+02   6.1408e-01   6.9399e-01
 -3.7936e+00   6.1408e-01   2.1671e-01
  7.1465e-01   6.1408e-01   8.9643e-02
  1.8916e-01   3.3707e-01   3.1247e+00
  8.2543e-01   3.3707e-01   7.6169e-01
  4.8167e-01   3.3707e-01   3.9519e-01
 -1.3014e-01   3.3707e-01   1.5184e-01
