 -8.53868501
  6.9240e-01   6.5504e+00   2.6620e+00
 -5.0194e-01   6.5504e+00   1.2144e+00
  1.1757e+00   6.5504e+00   6.2837e-01
  2.2197e-01   6.5504e+00   1.0900e-01
 -4.1859e-01   1.9964e+00   9.4458e+00
  4.8515e-01   1.9964e+00   1.5092e+00
  3.1954e-01   1.9964e+00   6.8627e-01
  1.6163e-01   1.9964e+00   1.0945e-01
  3.5998e-01   1.0613e+00   2.6620e+00
 -1.1271e+00   1.0613e+00   1.2144e+00
  7.1668e-01   1.0613e+00   6.2837e-01
  6.9566e-03   1.0613e+00   1.0900e-01
  4.7713e-02   4.5875e-01   9.4458e+00
  8.6281e-02   4.5875e-01   1.5092e+00
 -9.8640e-01   4.5875e-01   6.8627e-01
  9.8572e-02   4.5875e-01   1.0945e-01
 -1.3814e-01   3.0002e-01   2.6620e+00
  2.5679e-01   3.0002e-01   1.2144e+00
 -1.6950e-01   3.0002e-01   6.2837e-01
 -9.1388e-03   3.0002e-01   1.0900e-01
  3.9854e-03   1.1906e-01   9.4458e+00
 -6.7131e-04   1.1906e-01   1.5092e+00
 -1.1132e-02   1.1906e-01   6.8627e-01
  3.7006e-02   1.1906e-01   1.0945e-01
  1.3415e+00   9.2549e+00   9.3604e+00
 -2.5666e-01   9.2549e+00   9.9219e-01
 -3.5850e-01   9.2549e+00   3.6236e-01
 -9.8828e-02   9.2549e+00   1.0056e-01
  4.2639e-01   3.2864e+00   1.1299e+01
  1.6624e+00   3.2864e+00   4.2690e+00
 -5.2578e-01   3.2864e+00   5.7738e-01
 -2.4484e-01   3.2864e+00   3.1912e-01
  3.3750e-02   2.8593e+00   9.3604e+00
 -2.0946e-01   2.8593e+00   9.9219e-01
  1.5822e-01   2.8593e+00   3.6236e-01
 -1.8278e-01   2.8593e+00   1.0056e-01
 -8.1201e-02   7.9089e-01   1.1299e+01
 -8.8795e-02   7.9089e-01   4.2690e+00
 -6.6991e-01   7.9089e-01   5.7738e-01
 -3.8435e-01   7.9089e-01   3.1912e-01
  5.4548e-02   3.9841e-01   9.3604e+00
  1.9054e-01   3.9841e-01   9.9219e-01
 -3.8460e-01   3.9841e-01   3.6236e-01
 -6.1642e-02   3.9841e-01   1.0056e-01
 -1.0150e-02   2.0204e-01   1.1299e+01
  1.5904e-03   2.0204e-01   4.2690e+00
 -6.0875e-02   2.0204e-01   5.7738e-01
  1.3028e-01   2.0204e-01   3.1912e-01
