# Energy/B2 CrossSection/a^2
1.814090909090908976e+00 3.886114472048681101e+00
1.818636363636363606e+00 3.801288171581669317e+00
1.823181818181818015e+00 3.741427299282086949e+00
1.827727272727272645e+00 3.691920813565017223e+00
1.832272727272727053e+00 3.648554065845023953e+00
1.836818181818181905e+00 3.609384078699263476e+00
1.841363636363636314e+00 3.573342652602685465e+00
1.845909090909090722e+00 3.539741464312982089e+00
1.850454545454545130e+00 3.508132451294835530e+00
1.854999999999999982e+00 3.478189273899407574e+00
1.859545454545454390e+00 3.449659362333914014e+00
1.864090909090909021e+00 3.422368853785602738e+00
1.868636363636363429e+00 3.396155038400928472e+00
1.873181818181818281e+00 3.370902006271902618e+00
1.877727272727272689e+00 3.346525017221052334e+00
1.882272727272727098e+00 3.322926787628409873e+00
1.886818181818181506e+00 3.300047538930275248e+00
1.891363636363635914e+00 3.277821587435787887e+00
1.895909090909090766e+00 3.256205653540062528e+00
1.900454545454545396e+00 3.235150256463668939e+00
1.904999999999999805e+00 3.214620801245189785e+00
1.909545454545454213e+00 3.194576362650023427e+00
1.914090909090909065e+00 3.174990597869988385e+00
1.918636363636363473e+00 3.155844527444416681e+00
1.923181818181817881e+00 3.137098888532799723e+00
1.927727272727272512e+00 3.118742452439382973e+00
1.932272727272727364e+00 3.100750550860807309e+00
1.936818181818181772e+00 3.083105709684248907e+00
1.941363636363636180e+00 3.065797500943871157e+00
1.945909090909090589e+00 3.048795462112334320e+00
1.950454545454545441e+00 3.032103153436089382e+00
1.954999999999999849e+00 3.015697352049584445e+00
1.959545454545454257e+00 2.999568508252236754e+00
1.964090909090908887e+00 2.983700587374340074e+00
1.968636363636363740e+00 2.968091010695177889e+00
1.973181818181818148e+00 2.952730656313337754e+00
1.977727272727272556e+00 2.937603980776007706e+00
1.982272727272726964e+00 2.922708736192692669e+00
1.986818181818181817e+00 2.908029688089417863e+00
1.991363636363636225e+00 2.893564794132053031e+00
1.995909090909090855e+00 2.879312040185726840e+00
2.000454545454545041e+00 2.865250122258096610e+00
2.004999999999999449e+00 2.851390120196073408e+00
2.009545454545454302e+00 2.837710986994429696e+00
2.014090909090909154e+00 2.824217455197060023e+00
2.018636363636363562e+00 2.810901491363662519e+00
2.023181818181817970e+00 2.797755172037648563e+00
2.027727272727272823e+00 2.784770681335597242e+00
2.032272727272727231e+00 2.771959159894827440e+00
2.036818181818181639e+00 2.759300283008367050e+00
2.041363636363636047e+00 2.746792723372829315e+00
2.045909090909090899e+00 2.734441389895904795e+00
2.050454545454545308e+00 2.722232525713083273e+00
2.054999999999999716e+00 2.710164913213928717e+00
2.059545454545454124e+00 2.698243507557946952e+00
2.064090909090908976e+00 2.686454782448844725e+00
2.068636363636363384e+00 2.674797623456115048e+00
2.073181818181817793e+00 2.663270928938943349e+00
2.077727272727272645e+00 2.651873609906317153e+00
2.082272727272727497e+00 2.640598530892881879e+00
2.086818181818181905e+00 2.629444685969424267e+00
2.091363636363636314e+00 2.618405060121736128e+00
2.095909090909090722e+00 2.607490729577792266e+00
2.100454545454545574e+00 2.596682717570059751e+00
2.104999999999999982e+00 2.585992102220827427e+00
2.109545454545454390e+00 2.575411986820618004e+00
2.114090909090908799e+00 2.564935559231189988e+00
2.118636363636363207e+00 2.554561998419020430e+00
2.123181818181818059e+00 2.544296381930058359e+00
2.127727272727272467e+00 2.534131979996648187e+00
2.132272727272726875e+00 2.524062143872544350e+00
2.136818181818181284e+00 2.514097812741389770e+00
2.141363636363636136e+00 2.504220699723037402e+00
2.145909090909090988e+00 2.494441741962250436e+00
2.150454545454545396e+00 2.484754393378128867e+00
2.154999999999999805e+00 2.475157951291439673e+00
2.159545454545454657e+00 2.465651720225897403e+00
2.164090909090909065e+00 2.456235011832526460e+00
2.168636363636363473e+00 2.446901429601632927e+00
2.173181818181817881e+00 2.437650349544404627e+00
2.177727272727272734e+00 2.428486835622874818e+00
2.182272727272727142e+00 2.419404561298869272e+00
2.186818181818181550e+00 2.410402921296633583e+00
2.191363636363635958e+00 2.401475683856107324e+00
2.195909090909090811e+00 2.392633536780627956e+00
2.200454545454545219e+00 2.383864643614748147e+00
2.204999999999999627e+00 2.375174054825887282e+00
2.209545454545454479e+00 2.366555625832797993e+00
2.214090909090909332e+00 2.358008833368747226e+00
2.218636363636363740e+00 2.349533159159794771e+00
2.223181818181818148e+00 2.341133611190654662e+00
2.227727272727272556e+00 2.332804128783978026e+00
2.232272727272726964e+00 2.324538718140376048e+00
2.236818181818181817e+00 2.316342401775048021e+00
2.241363636363636225e+00 2.308214685623541040e+00
2.245909090909090633e+00 2.300155080317150880e+00
2.250454545454545041e+00 2.292157671074606995e+00
2.254999999999999893e+00 2.284227437566352492e+00
2.259545454545454302e+00 2.276358503516084042e+00
2.264090909090908710e+00 2.268550441610908575e+00
2.268636363636363118e+00 2.260808199581210154e+00
2.273181818181817970e+00 2.253120601097942099e+00
2.277727272727272378e+00 2.245497958403682492e+00
2.282272727272727231e+00 2.237934488693261503e+00
2.286818181818181639e+00 2.230429784049341890e+00
2.291363636363636491e+00 2.222978140725226481e+00
2.295909090909090899e+00 2.215584485842416296e+00
2.300454545454545308e+00 2.208248422244498244e+00
2.304999999999999716e+00 2.200969556378791658e+00
2.309545454545454568e+00 2.193742254448753037e+00
