# Energy/B2 CrossSection/a^2
1.814090909090908976e+00 1.033597695999043525e-01
1.818636363636363606e+00 1.782141576992919973e-01
1.823181818181818015e+00 2.281565386996110834e-01
1.827727272727272645e+00 2.677916412564622650e-01
1.832272727272727053e+00 3.013379969634511490e-01
1.836818181818181905e+00 3.307306392154155672e-01
1.841363636363636314e+00 3.570509820112496291e-01
1.845909090909090722e+00 3.809701007762579250e-01
1.850454545454545130e+00 4.029459216801847821e-01
1.854999999999999982e+00 4.233109182074703547e-01
1.859545454545454390e+00 4.423019508977902858e-01
1.864090909090909021e+00 4.601060938539489054e-01
1.868636363636363429e+00 4.768746280594766684e-01
1.873181818181818281e+00 4.927266350366832914e-01
1.877727272727272689e+00 5.077557906579268643e-01
1.882272727272727098e+00 5.220452615400095198e-01
1.886818181818181506e+00 5.356619474722285057e-01
1.891363636363635914e+00 5.486683999033186154e-01
1.895909090909090766e+00 5.611126158207424552e-01
1.900454545454545396e+00 5.730382281877992590e-01
1.904999999999999805e+00 5.844806617021316431e-01
1.909545454545454213e+00 5.954812875297075259e-01
1.914090909090909065e+00 6.060630294641774496e-01
1.918636363636363473e+00 6.162537248331730888e-01
1.923181818181817881e+00 6.260829927734585798e-01
1.927727272727272512e+00 6.355666250481202262e-01
1.932272727272727364e+00 6.447277306106529160e-01
1.936818181818181772e+00 6.535811956413539736e-01
1.941363636363636180e+00 6.621427598607273479e-01
1.945909090909090589e+00 6.704321076962300729e-01
1.950454545454545441e+00 6.784601884135036398e-01
1.954999999999999849e+00 6.862416854779015418e-01
1.959545454545454257e+00 6.937822396046171569e-01
1.964090909090908887e+00 7.011007105080164781e-01
1.968636363636363740e+00 7.082003605388407230e-01
1.973181818181818148e+00 7.150944241103993626e-01
1.977727272727272556e+00 7.217900124357331526e-01
1.982272727272726964e+00 7.282977595871327203e-01
1.986818181818181817e+00 7.346220420675779739e-01
1.991363636363636225e+00 7.407707033546881981e-01
1.995909090909090855e+00 7.467485082791706086e-01
2.000454545454545041e+00 7.525669834109510736e-01
2.004999999999999449e+00 7.582312587098934964e-01
2.009545454545454302e+00 7.637432849069855090e-01
2.014090909090909154e+00 7.691084352253300116e-01
2.018636363636363562e+00 7.743355383366564704e-01
2.023181818181817970e+00 7.794268876574409477e-01
2.027727272727272823e+00 7.843882011894927064e-01
2.032272727272727231e+00 7.892219444185104571e-01
2.036818181818181639e+00 7.939306514787558555e-01
2.041363636363636047e+00 7.985236518210911960e-01
2.045909090909090899e+00 8.030002694739402092e-01
2.050454545454545308e+00 8.073666142835663750e-01
2.054999999999999716e+00 8.116221075454094214e-01
2.059545454545454124e+00 8.157763587125356208e-01
2.064090909090908976e+00 8.198254985837194475e-01
2.068636363636363384e+00 8.237792459060263583e-01
2.073181818181817793e+00 8.276337972068357196e-01
2.077727272727272645e+00 8.313955647106303637e-01
2.082272727272727497e+00 8.350676057139442277e-01
2.086818181818181905e+00 8.386496003046925996e-01
2.091363636363636314e+00 8.421446607395557393e-01
2.095909090909090722e+00 8.455593471964999441e-01
2.100454545454545574e+00 8.488899988878908509e-01
2.104999999999999982e+00 8.521432275726413819e-01
2.109545454545454390e+00 8.553154032512019223e-01
2.114090909090908799e+00 8.584166125158845251e-01
2.118636363636363207e+00 8.614398293318195066e-01
2.123181818181818059e+00 8.643951857609334377e-01
2.127727272727272467e+00 8.672791101776210487e-01
2.132272727272726875e+00 8.700914696573480711e-01
2.136818181818181284e+00 8.728424576085148656e-01
2.141363636363636136e+00 8.755250949591266707e-01
2.145909090909090988e+00 8.781461655670365074e-01
2.150454545454545396e+00 8.807021433602074678e-01
2.154999999999999805e+00 8.831998379697427737e-01
2.159545454545454657e+00 8.856357390691387277e-01
2.164090909090909065e+00 8.880166784543750413e-01
2.168636363636363473e+00 8.903391595388419066e-01
2.173181818181817881e+00 8.926100329287035562e-01
2.177727272727272734e+00 8.948223649930964196e-01
2.182272727272727142e+00 8.969830203307649352e-01
2.186818181818181550e+00 8.990919732884703475e-01
2.191363636363635958e+00 9.011492028843710589e-01
2.195909090909090811e+00 9.031581433359375799e-01
2.200454545454545219e+00 9.051187833611549216e-01
2.204999999999999627e+00 9.070311156309140976e-01
2.209545454545454479e+00 9.088985875550839033e-01
2.214090909090909332e+00 9.107177485638457970e-01
2.218636363636363740e+00 9.124920532225969660e-01
2.223181818181818148e+00 9.142249588223604340e-01
2.227727272727272556e+00 9.159130246168292189e-01
2.232272727272726964e+00 9.175597133309243425e-01
2.236818181818181817e+00 9.191684888762688965e-01
2.241363636363636225e+00 9.207324701231675013e-01
2.245909090909090633e+00 9.222585746292794040e-01
2.250454545454545041e+00 9.237468230499340516e-01
2.254999999999999893e+00 9.251972382039664877e-01
2.259545454545454302e+00 9.266063995315041435e-01
2.264090909090908710e+00 9.279846706747298946e-01
2.268636363636363118e+00 9.293217442521137794e-01
2.273181818181817970e+00 9.306279822565566295e-01
2.277727272727272378e+00 9.318965283888773765e-01
2.282272727272727231e+00 9.331342983435700900e-01
2.286818181818181639e+00 9.343378826598657261e-01
2.291363636363636491e+00 9.355073161195347486e-01
2.295909090909090899e+00 9.366460717072120357e-01
2.300454545454545308e+00 9.377541833018359085e-01
2.304999999999999716e+00 9.388316860410559350e-01
2.309545454545454568e+00 9.398786163088479473e-01
2.314090909090908976e+00 9.408950117232736110e-01
2.318636363636363384e+00 9.418809111243816590e-01
2.323181818181817793e+00 9.428432098338765943e-01
2.327727272727272645e+00 9.437716611952678969e-01
2.332272727272727053e+00 9.446765852945286923e-01
2.336818181818181461e+00 9.455545925620049141e-01
2.341363636363635869e+00 9.464023012095797993e-01
2.345909090909090722e+00 9.472265944057325360e-01
2.350454545454545574e+00 9.480240903336879521e-01
2.354999999999999982e+00 9.487982457156205474e-01
2.359545454545454390e+00 9.495456839516429604e-01
2.364090909090908799e+00 9.502698594157688028e-01
2.368636363636363651e+00 9.509708100427403110e-01
2.373181818181818059e+00 9.516485743732499003e-01
2.377727272727272467e+00 9.523031915481499077e-01
2.382272727272726875e+00 9.529347013027279489e-01
2.386818181818181728e+00 9.535431439610453364e-01
2.391363636363636136e+00 9.541285604303426648e-01
2.395909090909090544e+00 9.546943885573482280e-01
2.400454545454544952e+00 9.552406636414634278e-01
2.404999999999999805e+00 9.557640295240500405e-01
2.409545454545454213e+00 9.562679187175618933e-01
2.414090909090909065e+00 9.567489805492324084e-01
2.418636363636363473e+00 9.572140286581092283e-01
2.423181818181818326e+00 9.576597107765001393e-01
2.427727272727272734e+00 9.580826845092718091e-01
2.432272727272727142e+00 9.584897503248210882e-01
2.436818181818181550e+00 9.588775641315960829e-01
2.441363636363636402e+00 9.592495372414266974e-01
2.445909090909090811e+00 9.596023310543524421e-01
2.450454545454545219e+00 9.599359848906138248e-01
2.454999999999999627e+00 9.602539034095399773e-01
2.459545454545454035e+00 9.605527564444114041e-01
2.464090909090908887e+00 9.608393038679055032e-01
2.468636363636363296e+00 9.611068561520477171e-01
2.473181818181817704e+00 9.613554540847206731e-01
2.477727272727272556e+00 9.615918424950629095e-01
2.482272727272727408e+00 9.618126975038163717e-01
2.486818181818181817e+00 9.620180526016627320e-01
2.491363636363636225e+00 9.622079414706100620e-01
2.495909090909090633e+00 9.623823979822542229e-01
2.500454545454545485e+00 9.625414561960536908e-01
2.504999999999999893e+00 9.626884858194125760e-01
2.509545454545454302e+00 9.628201802265815568e-01
2.514090909090908710e+00 9.629365739744371044e-01
2.518636363636363562e+00 9.630410288305745192e-01
2.523181818181817970e+00 9.631335711808672873e-01
2.527727272727272378e+00 9.632109061566477282e-01
2.532272727272726787e+00 9.632730689215668329e-01
2.536818181818181639e+00 9.633267259629302304e-01
2.541363636363636047e+00 9.633652700235091348e-01
2.545909090909090899e+00 9.633920464457038646e-01
2.550454545454545308e+00 9.634037753491269118e-01
2.555000000000000160e+00 9.634071003880860795e-01
2.559545454545454568e+00 9.633954379696356707e-01
2.564090909090908976e+00 9.633754201462194633e-01
2.568636363636363384e+00 9.633437702962061033e-01
2.573181818181817793e+00 9.632972237505335045e-01
2.577727272727272645e+00 9.632423949774460148e-01
2.582272727272727053e+00 9.631760164748938147e-01
2.586818181818181461e+00 9.630981158226562533e-01
2.591363636363635869e+00 9.630120006356768236e-01
2.595909090909090722e+00 9.629111356766715257e-01
2.600454545454545130e+00 9.628021056062286975e-01
2.604999999999999538e+00 9.626849291123187324e-01
2.609545454545454390e+00 9.625530894152741768e-01
2.614090909090909243e+00 9.624164176866725207e-01
2.618636363636363651e+00 9.622651387244138821e-01
2.623181818181818059e+00 9.621090653125876635e-01
2.627727272727272467e+00 9.619384408510742723e-01
2.632272727272727320e+00 9.617630596314188374e-01
2.636818181818181728e+00 9.615764328997727928e-01
2.641363636363636136e+00 9.613785889234733872e-01
2.645909090909090544e+00 9.611760417940220513e-01
2.650454545454545396e+00 9.609623215685704212e-01
2.654999999999999805e+00 9.607374566515498593e-01
2.659545454545454213e+00 9.605079423729452337e-01
2.664090909090908621e+00 9.602673277333703128e-01
2.668636363636363473e+00 9.600188683692287839e-01
2.673181818181817881e+00 9.597658072709265298e-01
2.677727272727272734e+00 9.595017124804576802e-01
2.682272727272727142e+00 9.592266126351040034e-01
2.686818181818181550e+00 9.589469651604152212e-01
2.691363636363636402e+00 9.586595684365539771e-01
2.695909090909090811e+00 9.583644416070404848e-01
2.700454545454545219e+00 9.580616038312241844e-01
2.704999999999999627e+00 9.577478727388731850e-01
2.709545454545454479e+00 9.574296738291278031e-01
