# Energy/B2 CrossSection/a^2
4.051999999999999602e+00 1.753048388738982222e-01
4.065999999999999837e+00 1.730586141027392888e-01
4.080000000000000071e+00 1.713118359850437644e-01
4.094000000000000306e+00 1.697922098787097434e-01
4.107999999999999652e+00 1.684172302512031705e-01
4.121999999999999886e+00 1.671427492439014340e-01
4.136000000000000121e+00 1.659440423271147103e-01
4.150000000000000355e+00 1.648071016423156565e-01
4.163999999999999702e+00 1.637222699091558931e-01
4.177999999999999936e+00 1.626811014618067264e-01
4.192000000000000171e+00 1.616776591774254646e-01
4.206000000000000405e+00 1.607071210289299779e-01
4.219999999999999751e+00 1.597660813368261268e-01
4.233999999999999986e+00 1.588521870900234945e-01
4.248000000000000220e+00 1.579631300295161467e-01
4.261999999999999567e+00 1.570966447144460654e-01
4.275999999999999801e+00 1.562508315409855963e-01
4.290000000000000036e+00 1.554241481737603792e-01
4.304000000000000270e+00 1.546150794048869737e-01
4.317999999999999616e+00 1.538224568811531745e-01
4.331999999999999851e+00 1.530451322098415612e-01
4.346000000000000085e+00 1.522822943628087400e-01
4.360000000000000320e+00 1.515331458497375106e-01
4.373999999999999666e+00 1.507972177968154581e-01
4.387999999999999901e+00 1.500737348243570135e-01
4.402000000000000135e+00 1.493619340386014294e-01
4.416000000000000369e+00 1.486616881734587059e-01
4.429999999999999716e+00 1.479719404549172668e-01
4.443999999999999950e+00 1.472925785576430224e-01
4.458000000000000185e+00 1.466225675023105912e-01
4.472000000000000419e+00 1.459618090410717273e-01
4.485999999999999766e+00 1.453099006026871420e-01
4.500000000000000000e+00 1.446664456758786077e-01
4.514000000000000234e+00 1.440310536689887733e-01
4.527999999999999581e+00 1.434033397754317096e-01
4.541999999999999815e+00 1.427832260966951372e-01
4.556000000000000050e+00 1.421706358286223826e-01
4.570000000000000284e+00 1.415648951566186309e-01
4.583999999999999631e+00 1.409662339020016641e-01
4.597999999999999865e+00 1.403742847422203288e-01
4.612000000000000099e+00 1.397886856013494106e-01
4.626000000000000334e+00 1.392093742858664385e-01
4.639999999999999680e+00 1.386362894284544900e-01
4.653999999999999915e+00 1.380693704755754925e-01
4.668000000000000149e+00 1.375079744397725845e-01
4.682000000000000384e+00 1.369523391001671586e-01
4.695999999999999730e+00 1.364024092679515243e-01
4.709999999999999964e+00 1.358575533350536990e-01
4.724000000000000199e+00 1.353182986664885623e-01
4.738000000000000433e+00 1.347840189883871831e-01
4.751999999999999780e+00 1.342549533547107432e-01
